Unique ID,Sample Number,Year,Street,Cross Street,"City,State",Full Address,Initials,Notes,Lead,Barium,Manganese,Zinc,Chromium,Arsenic,Copper,Mercury,Nickel,Selenium,Silver,Antimony,Cadimum,Iron
656-2016,656,2016,Woodmoor,Tannehill,"Austin, TX","Woodmoor,Tannehill,Austin, TX",CKL,"Also, See Nutrient Results ", ,158,,,, ,, , ,,,, ,
657-2016,657,2016,Woodmoor,Tannehill,"Austin, TX","Woodmoor,Tannehill,Austin, TX",CKL, , ,315,,,,6,, , ,,,, ,
658-2016,658,2016,Rte 1431,New Hope Dr.,"Austin, TX","Rte 1431,New Hope Dr.,Austin, TX",CL3,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
659-2016,659,2016,Horne Dr. ,Checker Dr.,"Austin, TX","Horne Dr. ,Checker Dr.,Austin, TX",CL1,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
660-2016,660,2016,Lakeline Blvd ,Cypress Creek Blvd,"Austin, TX","Lakeline Blvd ,Cypress Creek Blvd,Austin, TX",CL2,"Also, See Nutrient Results ", ,194,,,, ,, , ,,,, ,
661-2016,661,2016,Spicewood,Four Iron,"Austin, TX","Spicewood,Four Iron,Austin, TX",RH,"Also, See Nutrient Results ", ,274,,,, ,, , ,,,, ,
662-2016,662,2016,S Lamar,Gibson,"Austin, TX","S Lamar,Gibson,Austin, TX",OD,"Also, See Nutrient Results ",24,130,,,, ,, , ,,,, ,
663-2016,663,2016,Virginia Dare Lane,Magna Carta Loop,"Austin, TX","Virginia Dare Lane,Magna Carta Loop,Austin, TX",HC,"Also, See Nutrient Results ", ,143,,,, ,, , ,,,, ,
664-2016,664,2016,Indian Summer Pass,Apache,"Austin, TX","Indian Summer Pass,Apache,Austin, TX",DKD,"Also, See Nutrient Results ", ,113,,,,7,, , ,,,, ,
665-2016,665,2016,Mustang Lane,Country Estate,"Austin, TX","Mustang Lane,Country Estate,Austin, TX",RP,"Also, See Nutrient Results ",18, ,,,,26,, , ,,,, ,
666-2016,666,2016,Langston,Loyola,"Austin, TX","Langston,Loyola,Austin, TX",LN,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
667-2016,667,2016,La Casa,Ann Arbor,"Austin, TX","La Casa,Ann Arbor,Austin, TX",JKC,"Also, See Nutrient Results ",9, ,,,,7,, , ,,,, ,
668-2016,668,2016,Spring Meadow,Knuckles Crossing,"Austin, TX","Spring Meadow,Knuckles Crossing,Austin, TX",WW,"Also, See Nutrient Results ", ,132,,,,7,, , ,,,, ,
669-2016,669,2016,Spring Meadow,Knuckles Crossing,"Austin, TX","Spring Meadow,Knuckles Crossing,Austin, TX",TW, , , ,,,,17,, , ,,,, ,
670-2016,670,2016,Spring Meadow,Knuckles Crossing,"Austin, TX","Spring Meadow,Knuckles Crossing,Austin, TX",TW,"Also, See Nutrient Results ", , ,,,,9,, , ,,,, ,
671-2016,671,2016,MLK,Springdale,"Austin, TX","MLK,Springdale,Austin, TX",ET,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
672-2016,672,2016,Oatmeal,Fairland,"Austin, TX","Oatmeal,Fairland,Austin, TX",JF,"Also, See Nutrient Results ", ,217,,,, ,, , ,,,, ,
673-2016,673,2016,Palo Blanco,Pine Place,"Austin, TX","Palo Blanco,Pine Place,Austin, TX",RD,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
674-2016,674,2016,Waller,Lambie,"Austin, TX","Waller,Lambie,Austin, TX",KAB, ,9,179,,,, ,, , ,,,, ,
675-2016,675,2016,Waller,Lambie,"Austin, TX","Waller,Lambie,Austin, TX",KAB,"Also, See Nutrient Results ", ,193,,,, ,, , ,,,, ,
676-2016,676,2016,S. Mary Moore Searight,Slaughter Lane,"Austin, TX","S. Mary Moore Searight,Slaughter Lane,Austin, TX",ARK,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
677-2016,677,2016,E Oltorf St.,Schriben St.,"Austin, TX","E Oltorf St.,Schriben St.,Austin, TX",ARK,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
678-2016,678,2016,Calles,Smith St.,"Austin, TX","Calles,Smith St.,Austin, TX",ROW,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
679-2016,679,2016,Vineland,E. 40th St.,"Austin, TX","Vineland,E. 40th St.,Austin, TX",DB,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
680-2016,680,2016,Coronado ,Mathias,"Austin, TX","Coronado ,Mathias,Austin, TX",CC,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
681-2016,681,2016,Whispering Winds,Whispering Oaks,"Austin, TX","Whispering Winds,Whispering Oaks,Austin, TX",EM,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
682-2016,682,2016,Manchaca,William Cannon,"Austin, TX","Manchaca,William Cannon,Austin, TX",YR,"Also, See Nutrient Results ", , ,,,,10,, , ,,,, ,
683-2016,683,2016,Eton Lane,Amherst,"Austin, TX","Eton Lane,Amherst,Austin, TX",VL,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
684-2016,684,2016,Tomanet Trail,Chromite,"Austin, TX","Tomanet Trail,Chromite,Austin, TX",EB,"Also, See Nutrient Results ", ,94,,,, ,, , ,,,, ,
685-2016,685,2016,Susquehanna Lane,Manor,"Austin, TX","Susquehanna Lane,Manor,Austin, TX",JM,"Also, See Nutrient Results ", ,169,,,, ,, , ,,,, ,
686-2016,686,2016,Susquehanna Lane,Manor,"Austin, TX","Susquehanna Lane,Manor,Austin, TX",CD,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
687-2016,687,2016,Susquehanna Lane,Dubuque,"Austin, TX","Susquehanna Lane,Dubuque,Austin, TX",VW,"Also, See Nutrient Results ", ,357,,,,8,, , ,,,, ,
688-2016,688,2016,Fiesta,Stokes,"Austin, TX","Fiesta,Stokes,Austin, TX",PEJ, , ,371,,,, ,, , ,,,, ,
689-2016,689,2016,Fiesta,Stokes,"Austin, TX","Fiesta,Stokes,Austin, TX",PEJ,"Also, See Nutrient Results ",14, ,,,, ,, , ,,,, ,
690-2016,690,2016,Tacon,Pecan,"Austin, TX","Tacon,Pecan,Austin, TX",AF,"Also, See Nutrient Results ", , ,,,,7,, , ,,,, ,
691-2016,691,2016,Frostwood Trail,Briar Hollow,"Austin, TX","Frostwood Trail,Briar Hollow,Austin, TX",WE,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
692-2016,692,2016,Broadmoor,Belfast,"Austin, TX","Broadmoor,Belfast,Austin, TX",NKA,"Also, See Nutrient Results ",26, ,,,, ,, , ,,,, ,
693-2016,693,2016,Broadmoor,Belfast,"Austin, TX","Broadmoor,Belfast,Austin, TX",NKA,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
694-2016,694,2016,Connecticut Dr.,Jamestown,"Austin, TX","Connecticut Dr.,Jamestown,Austin, TX",CH,"Also, See Nutrient Results ",9, ,,,, ,, , ,,,, ,
695-2016,695,2016,12th St.,Meridian Lane,"Austin, TX","12th St.,Meridian Lane,Austin, TX",RPT,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
696-2016,696,2016,Ohlen ,Lanier Dr.,"Austin, TX","Ohlen ,Lanier Dr.,Austin, TX",RK, ,43,111,,,, ,, , ,,,, ,
697-2016,697,2016,Ohlen ,Lanier Dr.,"Austin, TX","Ohlen ,Lanier Dr.,Austin, TX",RK,"Also, See Nutrient Results ",30,107,,,, ,, , ,,,, ,
698-2016,698,2016,Riviera Dr. ,Lakeline Blvd,"Austin, TX","Riviera Dr. ,Lakeline Blvd,Austin, TX",IA,"Also, See Nutrient Results ", ,351,,,, ,, , ,,,, ,
699-2016,699,2016,Haskell,Comal,"Austin, TX","Haskell,Comal,Austin, TX",SR,"Also, See Nutrient Results ",107,382,,,, ,, , ,,,, ,
700-2016,700,2016,Convict Hill Rd.,Escarpment Blvd.,"Austin, TX","Convict Hill Rd.,Escarpment Blvd.,Austin, TX",JH,"Also, See Nutrient Results ", ,214,,,, ,, ,45,,,, ,
701-2016,701,2016,Tom Miller,Antone,"Austin, TX","Tom Miller,Antone,Austin, TX",CAS,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
702-2016,702,2016,Haybarn Lane,Docent Cove,"Austin, TX","Haybarn Lane,Docent Cove,Austin, TX",VLG,"Also, See Nutrient Results ", ,207,,,,16,, , ,,,, ,
703-2016,703,2016,Quick Hill,Travesia,"Austin, TX","Quick Hill,Travesia,Austin, TX",LL,"Also, See Nutrient Results ", ,378,,,,7,, , ,,,, ,
704-2016,704,2016,Forest Mesa,Spicewood Springs,"Austin, TX","Forest Mesa,Spicewood Springs,Austin, TX",ML,"Also, See Nutrient Results ",21, ,,,,11,, , ,,,, ,
705-2016,705,2016,Copano,Eskew,"Austin, TX","Copano,Eskew,Austin, TX",KRK,"Also, See Nutrient Results ", , ,,,,14,, , ,,,, ,
706-2016,706,2016,Haskell,Comal,"Austin, TX","Haskell,Comal,Austin, TX",LR,"Also, See Nutrient Results ",106,288,,,, ,, , ,,,, ,
707-2016,707,2016,Burlywood,Deercreek,"Austin, TX","Burlywood,Deercreek,Austin, TX",WR,"Also, See Nutrient Results ", ,217,,,, ,, , ,,,, ,
708-2016,708,2016,Burlywood,Deercreek,"Austin, TX","Burlywood,Deercreek,Austin, TX",WR, ,9, ,,,,9,, , ,,,, ,
709-2016,709,2016,Springdale,Munson St.,"Austin, TX","Springdale,Munson St.,Austin, TX",MH,"Also, See Nutrient Results ",23,335,,,, ,, , ,,,, ,
710-2016,710,2016,Dorchester Heights,Magna Carta Loop,"Austin, TX","Dorchester Heights,Magna Carta Loop,Austin, TX",CG,"Also, See Nutrient Results ", ,279,,,,9,, , ,,,, ,
711-2016,711,2016,Fort Moultrie,Magna Carta Loop,"Austin, TX","Fort Moultrie,Magna Carta Loop,Austin, TX",JK,"Also, See Nutrient Results ", ,310,,,,10,, , ,,,, ,
712-2016,712,2016,Veterans  Dr.,Atlanta ,"Austin, TX","Veterans  Dr.,Atlanta ,Austin, TX",DCD,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
713-2016,713,2016,Iriona Bend,Coastal,"Austin, TX","Iriona Bend,Coastal,Austin, TX",DS,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
714-2016,714,2016,Westbank Dr.,Pinnacle Rd.,"Austin, TX","Westbank Dr.,Pinnacle Rd.,Austin, TX",BSD,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
715-2016,715,2016,Limon Ln,S. 4th St.,"Austin, TX","Limon Ln,S. 4th St.,Austin, TX",RLM,"Also, See Nutrient Results ", ,137,,,, ,, , ,,,, ,
716-2016,716,2016,Limon Ln,S. 4th St.,"Austin, TX","Limon Ln,S. 4th St.,Austin, TX",DCB,"Also, See Nutrient Results ", ,207,,,, ,, , ,,,, ,
717-2016,717,2016,Loyola Lane,Willamette,"Austin, TX","Loyola Lane,Willamette,Austin, TX",RMM,"Also, See Nutrient Results ", , ,,,,9,, , ,,,, ,
718-2016,718,2016,Charred Oak Dr.,Sweetshade Lane,"Austin, TX","Charred Oak Dr.,Sweetshade Lane,Austin, TX",AM,"Also, See Nutrient Results ", ,183,,,, ,, , ,,,, ,
719-2016,719,2016,Valley Oak Dr.,Hancock Dr.,"Austin, TX","Valley Oak Dr.,Hancock Dr.,Austin, TX",DEW,"Also, See Nutrient Results ",56, ,,,, ,, , ,,,, ,
720-2016,720,2016,E 4th. ,Brushy,"Austin, TX","E 4th. ,Brushy,Austin, TX",FPS,"Also, See Nutrient Results ",250,304,,,, ,, , ,,,, ,
721-2016,721,2016,Westgate,Stassney,"Austin, TX","Westgate,Stassney,Austin, TX",AM,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
722-2016,722,2016,Westgate,Stassney,"Austin, TX","Westgate,Stassney,Austin, TX",AM,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
723-2017,723,2017,Bonita,Bland,"Austin,TX","Bonita,Bland,Austin,TX",JMW,,28.16,,,,20.75,9.49,,,,,,,,
724-2017,724,2017,KINNEY,COLLIER,"Austin,TX","KINNEY,COLLIER,Austin,TX",BD1,,75.72,,,,25.02,,,,,,,,,
725-2017,725,2017,KINNEY,COLLIER,"Austin,TX","KINNEY,COLLIER,Austin,TX",STR,,46.31,,,,35.3,9.78,,,,,,,,
726-2017,726,2017,KINNEY,COLLIER,"Austin,TX","KINNEY,COLLIER,Austin,TX",FEN,,22.58,,,,35.53,14.85,,,,,,,,
727-2017,727,2017,Hog Eye Road,Bitting School Road,"Austin,TX","Hog Eye Road,Bitting School Road,Austin,TX",JP,,,,,,27.3,4.65,,,,,,,,
728-2017,728,2017,Hog Eye Road,Biffing School Road,"Austin,TX","Hog Eye Road,Biffing School Road,Austin,TX",RP,,7.62,,,,,,,,,,,,,
729-2017,729,2017,Amherst Drive ,Adelphi Drive,"Austin,TX","Amherst Drive ,Adelphi Drive,Austin,TX",XKCD,,,,,,,5.68,,,,,,,,
730-2017,730,2017,Peggy St,Wheeless,"Austin,TX","Peggy St,Wheeless,Austin,TX",JZ,,26.62,,,,19.68,,,,,,,,,
731-2017,731,2017,S. Sledge,3rd St,"Austin,TX","S. Sledge,3rd St,Austin,TX",DH,,8.82,,,,27.01,10.89,,,,,,,,
732-2017,732,2017,Sunshine Dr,49th,"Austin,TX","Sunshine Dr,49th,Austin,TX",JRW,,34.32,,,,18.9,,,,,,,,,
733-2017,733,2017,West Bank Dr,Bee Cave Road,"Austin,TX","West Bank Dr,Bee Cave Road,Austin,TX",CJT,,,,,,,,,,,,,,,
734-2017,734,2017,West Bank Dr,Bee Cave Road,"Austin,TX","West Bank Dr,Bee Cave Road,Austin,TX",EG,,6.64,,,,19.65,,,,,,,,,
735-2017,735,2017,Northcross Dr,Foster Lane,"Austin,TX","Northcross Dr,Foster Lane,Austin,TX",KS,,11.82,,,,,,,,,,,,,
736-2017,736,2017,Sunshine,Lamar Blvd,"Austin,TX","Sunshine,Lamar Blvd,Austin,TX",KS,,25.08,,,,,8.66,,,,,,,,
737-2017,737,2017,Travis Country Circle,Travis Green,"Austin,TX","Travis Country Circle,Travis Green,Austin,TX",LD,,8.15,,,,20.49,,,,,,,,,
738-2017,738,2017,Eton Lane,Tarragonna,"Austin,TX","Eton Lane,Tarragonna,Austin,TX",JHG,,13.18,,,,16.45,,,,,,,,,
739-2017,739,2017,Perthshire,Bromcade,"Austin,TX","Perthshire,Bromcade,Austin,TX",No initials,,17.39,,,,14.56,,,,,,,,,
740-2017,740,2017,Bullard ,Fair Lane,"Austin,TX","Bullard ,Fair Lane,Austin,TX",DL,,42.27,,,,27.8,19.1,,,,,,,,
741-2017,741,2017,Bullard,White Rock,"Austin,TX","Bullard,White Rock,Austin,TX",HD,,23.79,,,,25.27,,,,,,,,,
742-2017,742,2017,So Congress ,Ainsworth Street,"Austin,TX","So Congress ,Ainsworth Street,Austin,TX",DWL,,30.93,,,,14.73,,,,,,,,,
743-2017,743,2017,Addison,Daugherty,"Austin,TX","Addison,Daugherty,Austin,TX",ER,,24.49,,,,27.81,7.89,,,,,,,,
744-2017,744,2017,Old Bastrop Hwy,US 183,"Austin,TX","Old Bastrop Hwy,US 183,Austin,TX",AR,,8.89,,,,25.52,7.15,,,,,,,,
745-2017,745,2017,E. 34th ,Speedway,"Austin,TX","E. 34th ,Speedway,Austin,TX",AR,,,,,,21.69,,,,,,,,,
746-2017,746,2017,Harris,Hampton,"Austin,TX","Harris,Hampton,Austin,TX",AR,,24.11,,,,26.36,7.12,,,,,,,,
747-2017,747,2017,E. Baker,Moonlit,"Austin,TX","E. Baker,Moonlit,Austin,TX",AR,,,,,,14.45,,,,,,,,,
748-2017,748,2017,Windsor,Exposition,"Austin,TX","Windsor,Exposition,Austin,TX",AR,,,,,,26,,,,,,,,,
749-2017,749,2017,Bouldin,Live Oak,"Austin,TX","Bouldin,Live Oak,Austin,TX",AR,,45.68,,,,26.05,,,,,,,,,
750-2017,750,2017,FM 973,E. Braker,"Austin,TX","FM 973,E. Braker,Austin,TX",AR,,,,,,28.32,,,,,,,,,
751-2017,751,2017,Newfieldt,Enfield,"Austin,TX","Newfieldt,Enfield,Austin,TX",AR,,22.18,,,,,,,,,,,,,
752-2017,752,2017,Ptarmigan,Prarie Hen Lane,"Austin,TX","Ptarmigan,Prarie Hen Lane,Austin,TX",AR,,9.34,,,,28.25,7.01,,,,,,,,
753-2017,753,2017,E. Baker,Whisper Willow,"Austin,TX","E. Baker,Whisper Willow,Austin,TX",AR,,13.35,,,,29.15,,,,,,,,,
754-2017,754,2017,12th,EM Franklan,"Austin,TX","12th,EM Franklan,Austin,TX",RB,,10.66,,,,28.79,,,,,,,,,
755-2017,755,2017,Aspen Dale ,Eton,"Austin,TX","Aspen Dale ,Eton,Austin,TX",VTL,,7.18,,,,,,,,,,,,,
756-2017,756,2017,Fire Cove,Camp Fire Trail,"Austin,TX","Fire Cove,Camp Fire Trail,Austin,TX",LAH,,,,,,26.62,6.84,,,,,,,,
757-2017,757,2017,Ashland,Greensboro,"Austin,TX","Ashland,Greensboro,Austin,TX",THG,,,,,,20.91,,,,,,,,,
758-2017,758,2017,Alegria Rd,Woodrow,"Austin,TX","Alegria Rd,Woodrow,Austin,TX",PK,,48.53,,,,12.6,,,,,,,,,
759-2017,759,2017,Pravada,Escondido,"Austin,TX","Pravada,Escondido,Austin,TX",VW,,,,,,14.5,,,,,,,,,
760-2017,760,2017,Brookhill Dr,Manchaca,"Austin,TX","Brookhill Dr,Manchaca,Austin,TX",NB,,19.03,,,,31.95,7.67,,,,,,,,
761-2017,761,2017,Santa Maria ,Matamoros,"Austin,TX","Santa Maria ,Matamoros,Austin,TX",AW,,50.3,,,,20.61,,,,,,,,,
762-2017,762,2017,Delores Ave ,Mason Ave,"Austin,TX","Delores Ave ,Mason Ave,Austin,TX",DAT,,99.44,,,,27.92,,,,,,,,,
763-2017,763,2017,Gettysburg ,No Cross Street,"Austin,TX","Gettysburg ,No Cross Street,Austin,TX",NU,,11.17,,,,44.67,5.85,,,,,,,,
764-2017,764,2017,Bittern Hollow,Lincolnshire,"Austin,TX","Bittern Hollow,Lincolnshire,Austin,TX",JL,,,,,,15.96,8.02,,,,,,,,
765-2017,765,2017,Clayton,Cameron Rd,"Austin,TX","Clayton,Cameron Rd,Austin,TX",CE,,61.78,,,,41.59,18.01,,,,,,,,
766-2017,766,2017,Mountaineer Lane,East Wind Drive,"Austin,TX","Mountaineer Lane,East Wind Drive,Austin,TX",JGW,,11.67,,,,22.08,,,,,,,,,
767-2017,767,2017,Grayson Lane,Banton,"Austin,TX","Grayson Lane,Banton,Austin,TX",AMA,,34.57,,,,17.28,,,,,,,,,
1029-2017,1029,2017,N Platt River Drive,Caravilli Drive,"Austin,TX","N Platt River Drive,Caravilli Drive,Austin,TX",ABM,,12.43,,,,27.73,,,,,,,,,
1030-2017,1030,2017,Guadalupe,Airport,"Austin,TX","Guadalupe,Airport,Austin,TX",JKP,,33.9,,,,22.05,,,,,,,,,
1031-2017,1031,2017,Eilers,Fairfield Lane,"Austin,TX","Eilers,Fairfield Lane,Austin,TX",MCC,,85.3,,,,30.82,,,,,,,,,
1032-2017,1032,2017,DG Collins,Hwy 183,"Austin,TX","DG Collins,Hwy 183,Austin,TX",NT,,9.09,,,,87.93,,,,,,,,,
1033-2017,1033,2017,Live Oak Street,East Side Drive,"Austin,TX","Live Oak Street,East Side Drive,Austin,TX",NT,,58.37,,,,15.28,,,,,,,,,
1034-2017,1034,2017,Nairn,Latta,"Austin,TX","Nairn,Latta,Austin,TX",NB,,,,,,28.38,7.35,,,,,,,,
1035-2017,1035,2017,Killingsworth Lane,Cameron Rd,"Austin,TX","Killingsworth Lane,Cameron Rd,Austin,TX",RB,,7.28,,,,17.35,,,,,,,,,
1036-2017,1036,2017,Newning,Pecan Grove,"Austin,TX","Newning,Pecan Grove,Austin,TX",JH,,32.76,,,,10.51,,,,,,,,,
1037-2017,1037,2017,Kinney,Collier,"Austin,TX","Kinney,Collier,Austin,TX",MG,,19.45,,,,28.7,12.87,,,,,,,,
1038-2017,1038,2017,Guadalupe Street,51st,"Austin,TX","Guadalupe Street,51st,Austin,TX",JC,,,,,,25.69,5.36,,,,,,,,
1039-2017,1039,2017,Guadalupe Street,51st Street,"Austin,TX","Guadalupe Street,51st Street,Austin,TX",JC ,,14.95,,,,25.23,,,,,,,,,
